Section,Field Name,Field Description
FORMDSUBMISSION,ACCESSIONNUMBER,The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission. File Number provided by Commission for the submission. The File Number is sourced from EDGAR.
FORMDSUBMISSION,FILE_NUM,Filing Date is sourced from EDGAR. Standard Industrial Classification Codes. These codes are also used as a basis for assigning review responsibility for the company's filings. Max Size
FORMDSUBMISSION,FILING_DATE,May be
FORMDSUBMISSION,SIC_CODE,Key
FORMDSUBMISSION,NULL,
FORMDSUBMISSION,SUBMISSIONTYPE,Submission type
FORMDSUBMISSION,OVER100PERSONSFLAG,"Yes, if over 100 persons."
FORMDSUBMISSION,OVER100ISSUERFLAG,"Yes, if over 100 issuers."
FORMDSUBMISSION,FORMDSUBMISSION,"data set, simply substitute {cik} with the CIK (see ISSUERS) field and replace {accession} with the ACCESSIONNUMBER field (after removing the dash character). 5.2       ISSUERS The ISSUERS data file contains specified information for the issuer provided in the submission."
ISSUERS,ACCESSIONNUMBER,The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission.
ISSUERS,IS_PRIMARYISSUER_FLAG,"Yes, if primary issuer; No if not"
ISSUERS,ISSUER_SEQ_KEY,Issuer index key.
ISSUERS,CIK,Central index key (CIK) of issuer submitting the filing.
ISSUERS,ENTITYNAME,Name of Issuer Street Address 1 Street Address 2 City
ISSUERS,STREET1,
ISSUERS,STREET2,
ISSUERS,CITY,
ISSUERS,STATEORCOUNTRY,State/Province/Country
ISSUERS,STATEORCOUNTRYDESCRIPTION,Full name of the country or
ISSUERS,NULL,Key
ISSUERS,ZIPCODE,state Zip/Postal Code Phone No. of Issuer Jurisdiction of Incorporation/Organization
ISSUERS,ISSUERPHONENUMBER,
ISSUERS,JURISDICTIONOFINC,
ISSUERS,ISSUER_PREVIOUSNAME_1,Issuer Previous Name 1
ISSUERS,ISSUER_PREVIOUSNAME_2,Issuer Previous Name 2
ISSUERS,ISSUER_PREVIOUSNAME_3,Issuer Previous Name 3
